"college","public_profile_enabled","going","interested","start_term","cohort_year","created_by_csv","last_login","schools_followed","high_school","transfer_status","roommate_match_quiz","chat_messages_sent","chat_viewed","videos_liked","videos_viewed","videos_viewed_unique","total_official_videos","engaged","final_funnel_stage"
"college2",FALSE,"undecided",TRUE,"fall",2019,FALSE,1181,1,"unknown",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,1183,1,"unknown",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,1182,1,"unknown",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Deposited"
"college1",TRUE,"undecided",TRUE,"fall",2019,FALSE,1170,1,"unknown",FALSE,FALSE,0,0,0,0,0,127,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,1163,2,"unknown",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college3",FALSE,"undecided",TRUE,"fall",2019,FALSE,1163,1,"unknown",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college1",TRUE,"undecided",TRUE,"fall",2019,FALSE,1162,9,"other",FALSE,FALSE,0,0,0,0,0,127,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,1162,9,"other",FALSE,FALSE,0,0,0,0,0,127,FALSE,"Inquired"
"college4",TRUE,"undecided",TRUE,"fall",2019,FALSE,1162,9,"other",FALSE,FALSE,0,0,0,0,0,127,FALSE,"Inquired"
"college3",FALSE,"undecided",TRUE,"fall",2019,FALSE,1115,1,"unknown",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college8",FALSE,"undecided",TRUE,"fall",2019,FALSE,1102,1,"unknown",TRUE,FALSE,0,0,0,0,0,0,FALSE,"Inquired"
"college1",TRUE,"undecided",TRUE,"fall",2019,FALSE,1023,6,"other",FALSE,FALSE,0,0,0,0,0,127,FALSE,"Inquired"
"college1",FALSE,"undecided",TRUE,"fall",2019,FALSE,1101,1,"other",TRUE,FALSE,0,0,0,0,0,127,FALSE,"Inquired"
"college1",TRUE,"undecided",TRUE,"fall",2019,FALSE,1093,10,"unknown",FALSE,FALSE,0,0,0,0,0,127,FALSE,"Inquired"
"college8",TRUE,"undecided",TRUE,"fall",2019,FALSE,1086,4,"other",FALSE,FALSE,0,0,0,0,0,0,FALSE,"Inquired"
"college4",TRUE,"undecided",TRUE,"fall",2019,FALSE,1086,4,"other",FALSE,FALSE,0,0,0,0,0,0,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,TRUE,1084,1,"other",TRUE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college4",FALSE,"undecided",TRUE,"fall",2019,FALSE,1082,3,"other",FALSE,FALSE,0,0,0,0,0,56,FALSE,"Inquired"
"college7",TRUE,"undecided",TRUE,"fall",2019,FALSE,1079,1,"unknown",FALSE,FALSE,0,0,0,0,0,637,FALSE,"Inquired"
"college6",TRUE,"undecided",TRUE,"fall",2019,TRUE,1078,1,"unknown",TRUE,FALSE,0,0,0,0,0,378,FALSE,"Inquired"
"college1",TRUE,"undecided",TRUE,"fall",2019,FALSE,1044,1,"unknown",FALSE,FALSE,0,0,0,0,0,127,FALSE,"Accepted"
"college1",TRUE,"undecided",TRUE,"fall",2019,FALSE,1075,1,"other",FALSE,FALSE,0,0,0,0,0,127,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,956,5,"unknown",TRUE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,945,3,"unknown",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college8",TRUE,"undecided",TRUE,"fall",2019,FALSE,484,17,"unknown",FALSE,FALSE,0,0,0,0,0,238,TRUE,"Inquired"
"college1",TRUE,"undecided",TRUE,"fall",2019,FALSE,484,17,"unknown",FALSE,FALSE,0,0,0,0,0,238,TRUE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,484,17,"unknown",FALSE,FALSE,0,0,0,0,0,238,TRUE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,972,3,"unknown",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college8",TRUE,"undecided",TRUE,"fall",2019,FALSE,932,3,"unknown",FALSE,FALSE,0,0,0,0,0,0,FALSE,"Inquired"
"college7",TRUE,"undecided",TRUE,"fall",2019,FALSE,334,4,"unknown",FALSE,FALSE,0,0,0,0,0,637,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,334,4,"unknown",FALSE,FALSE,0,0,0,0,0,637,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,334,4,"unknown",FALSE,FALSE,0,0,0,0,0,637,FALSE,"Inquired"
"college1",FALSE,"undecided",TRUE,"fall",2019,FALSE,732,6,"unknown",TRUE,FALSE,0,0,0,0,0,127,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,974,1,"unknown",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college6",FALSE,"undecided",TRUE,"fall",2019,FALSE,912,2,"unknown",FALSE,FALSE,0,0,0,0,0,378,FALSE,"Inquired"
"college6",TRUE,"undecided",TRUE,"fall",2019,FALSE,548,1,"hs1",FALSE,FALSE,0,0,0,1,1,378,TRUE,"Inquired"
"college6",FALSE,"undecided",TRUE,"fall",2019,FALSE,772,13,"unknown",FALSE,FALSE,0,0,0,0,0,378,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,280,2,"unknown",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college6",TRUE,"undecided",TRUE,"fall",2019,FALSE,1043,1,"hs1",FALSE,FALSE,0,0,0,0,0,378,FALSE,"Inquired"
"college1",TRUE,"undecided",TRUE,"fall",2019,FALSE,1073,1,"unknown",TRUE,FALSE,0,0,0,0,0,127,FALSE,"Inquired"
"college7",TRUE,"undecided",TRUE,"fall",2019,FALSE,1046,2,"unknown",FALSE,FALSE,0,0,0,0,0,637,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,1046,2,"unknown",FALSE,FALSE,0,0,0,0,0,637,FALSE,"Inquired"
"college6",TRUE,"undecided",TRUE,"fall",2019,FALSE,779,1,"unknown",FALSE,FALSE,0,0,0,0,0,378,FALSE,"Applied"
"college6",TRUE,"undecided",TRUE,"fall",2019,FALSE,968,2,"hs1",FALSE,FALSE,0,0,0,0,0,378,FALSE,"Inquired"
"college8",TRUE,"undecided",TRUE,"fall",2019,FALSE,1068,1,"unknown",FALSE,FALSE,0,0,0,0,0,0,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,308,4,"other",FALSE,FALSE,0,0,0,0,0,42,TRUE,"Inquired"
"college6",TRUE,"undecided",TRUE,"fall",2019,FALSE,966,1,"unknown",FALSE,FALSE,0,0,0,0,0,378,FALSE,"Inquired"
"college8",FALSE,"undecided",TRUE,"fall",2019,FALSE,1067,1,"other",TRUE,FALSE,0,0,0,0,0,0,FALSE,"Deposited"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,974,2,"unknown",FALSE,FALSE,0,0,0,0,0,637,FALSE,"Inquired"
"college7",TRUE,"undecided",TRUE,"fall",2019,FALSE,974,5,"unknown",FALSE,FALSE,0,0,0,0,0,637,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,974,5,"unknown",FALSE,FALSE,0,0,0,0,0,637,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"spring",2019,FALSE,1060,4,"unknown",TRUE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college2",FALSE,"undecided",TRUE,"spring",2019,FALSE,1062,1,"other",TRUE,FALSE,0,0,0,0,0,42,FALSE,"Deposited"
"college1",TRUE,"undecided",TRUE,"fall",2019,FALSE,1056,68,"other",FALSE,FALSE,0,0,0,0,0,127,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,1056,68,"other",FALSE,FALSE,0,0,0,0,0,127,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,981,1,"other",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,468,4,"unknown",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college1",TRUE,"undecided",TRUE,"fall",2019,FALSE,972,3,"unknown",FALSE,FALSE,0,0,0,0,0,127,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,884,1,"other",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college8",TRUE,"undecided",TRUE,"fall",2019,FALSE,1058,2,"other",TRUE,FALSE,0,0,0,0,0,0,FALSE,"Inquired"
"college6",TRUE,"undecided",TRUE,"fall",2019,FALSE,833,1,"unknown",FALSE,FALSE,0,0,0,0,0,378,FALSE,"Inquired"
"college8",FALSE,"undecided",TRUE,"fall",2019,FALSE,1056,1,"unknown",FALSE,FALSE,0,0,0,0,0,0,FALSE,"Inquired"
"college1",FALSE,"undecided",TRUE,"fall",2019,FALSE,1056,1,"unknown",FALSE,FALSE,0,0,0,0,0,127,FALSE,"Application_Complete"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,974,2,"unknown",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,783,3,"unknown",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,783,3,"unknown",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Accepted"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,112,1,"unknown",FALSE,FALSE,0,0,0,4,2,23,TRUE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,823,2,"unknown",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,951,4,"other",FALSE,FALSE,0,0,0,0,0,42,TRUE,"Inquired"
"college2",FALSE,"undecided",TRUE,"fall",2019,FALSE,1054,1,"other",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Enrolled"
"college2",FALSE,"undecided",TRUE,"fall",2019,FALSE,786,3,"other",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college3",FALSE,"undecided",TRUE,"fall",2019,FALSE,939,2,"unknown",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college5",FALSE,"undecided",TRUE,"fall",2019,FALSE,822,24,"unknown",FALSE,FALSE,0,0,0,0,0,180,FALSE,"Inquired"
"college2",FALSE,"undecided",TRUE,"fall",2019,FALSE,822,2,"unknown",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college5",FALSE,"undecided",TRUE,"fall",2019,FALSE,839,2,"other",FALSE,FALSE,0,0,0,0,0,180,FALSE,"Inquired"
"college2",FALSE,"undecided",TRUE,"fall",2019,FALSE,902,2,"other",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,1049,3,"other",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,819,6,"other",FALSE,FALSE,0,0,0,0,0,238,FALSE,"Inquired"
"college5",FALSE,"undecided",TRUE,"fall",2019,FALSE,314,10,"unknown",FALSE,FALSE,0,0,0,5,3,180,TRUE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,1022,3,"other",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college4",FALSE,"undecided",TRUE,"fall",2019,FALSE,814,3,"unknown",FALSE,FALSE,0,0,0,0,0,56,FALSE,"Inquired"
"college3",FALSE,"undecided",TRUE,"fall",2019,FALSE,938,1,"unknown",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college2",FALSE,"undecided",TRUE,"fall",2019,FALSE,822,1,"unknown",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college1",FALSE,"undecided",TRUE,"fall",2019,FALSE,1048,1,"other",FALSE,FALSE,0,0,0,0,0,127,FALSE,"Inquired"
"college8",TRUE,"undecided",TRUE,"fall",2019,FALSE,1046,1,"other",TRUE,FALSE,0,0,0,0,0,0,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,825,2,"other",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college2",FALSE,"undecided",TRUE,"fall",2019,FALSE,799,3,"unknown",FALSE,FALSE,0,0,0,0,0,42,TRUE,"Inquired"
"college5",FALSE,"undecided",TRUE,"fall",2019,FALSE,938,1,"other",FALSE,FALSE,0,0,0,0,0,180,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,180,4,"other",FALSE,FALSE,0,0,0,0,0,23,TRUE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,826,3,"other",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,826,3,"other",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college1",TRUE,"undecided",TRUE,"fall",2019,TRUE,1045,3,"unknown",FALSE,FALSE,0,0,0,0,0,127,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,678,3,"unknown",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,1036,4,"unknown",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,1038,3,"hs2",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college4",TRUE,"undecided",TRUE,"fall",2019,FALSE,1038,3,"hs2",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college1",TRUE,"undecided",TRUE,"fall",2019,FALSE,975,21,"unknown",FALSE,FALSE,0,0,0,0,0,127,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,1044,1,"other",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,1030,11,"other",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,1036,6,"unknown",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college4",TRUE,"undecided",TRUE,"fall",2019,FALSE,1037,7,"hs2",FALSE,FALSE,0,0,0,0,0,127,FALSE,"Inquired"
"college2",TRUE,"undecided",FALSE,"fall",2019,FALSE,281,15,"unknown",FALSE,FALSE,0,0,0,3,3,42,TRUE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,1037,7,"unknown",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college1",TRUE,"undecided",TRUE,"fall",2019,FALSE,1037,10,"unknown",FALSE,FALSE,0,0,0,0,0,127,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,966,1,"unknown",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,925,16,"unknown",FALSE,FALSE,0,0,0,2,1,42,TRUE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,925,16,"unknown",FALSE,FALSE,0,0,0,2,1,42,TRUE,"Inquired"
"college1",TRUE,"undecided",TRUE,"fall",2019,FALSE,1042,1,"unknown",FALSE,FALSE,0,0,0,0,0,127,FALSE,"Inquired"
"college1",TRUE,"undecided",TRUE,"fall",2019,FALSE,1042,4,"other",FALSE,FALSE,0,0,0,0,0,127,FALSE,"Inquired"
"college4",FALSE,"undecided",TRUE,"fall",2019,FALSE,921,9,"other",FALSE,FALSE,0,0,0,5,2,42,TRUE,"Inquired"
"college6",FALSE,"undecided",TRUE,"fall",2019,TRUE,1040,3,"other",TRUE,FALSE,0,0,0,0,0,378,FALSE,"Inquired"
"college6",FALSE,"undecided",TRUE,"fall",2019,TRUE,1039,1,"unknown",TRUE,FALSE,0,0,0,0,0,378,FALSE,"Applied"
"college6",TRUE,"undecided",TRUE,"fall",2019,FALSE,442,19,"other",FALSE,FALSE,0,0,0,0,0,378,FALSE,"Accepted"
"college8",TRUE,"undecided",TRUE,"fall",2019,FALSE,1037,1,"other",TRUE,FALSE,0,0,0,0,0,0,FALSE,"Inquired"
"college1",FALSE,"undecided",TRUE,"fall",2019,FALSE,1036,2,"unknown",FALSE,FALSE,0,0,0,0,0,127,FALSE,"Deposited"
"college1",TRUE,"undecided",TRUE,"fall",2017,FALSE,1036,6,"unknown",FALSE,FALSE,0,0,0,0,0,0,FALSE,"Inquired"
"college1",TRUE,"undecided",TRUE,"fall",2019,FALSE,360,12,"other",FALSE,FALSE,0,0,0,0,0,127,TRUE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,360,12,"other",FALSE,FALSE,0,0,0,0,0,127,TRUE,"Inquired"
"college4",TRUE,"undecided",TRUE,"fall",2019,FALSE,360,12,"other",FALSE,FALSE,0,0,0,0,0,127,TRUE,"Inquired"
"college2",FALSE,"undecided",TRUE,"fall",2019,FALSE,1036,2,"other",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college7",TRUE,"undecided",TRUE,"fall",2019,TRUE,1036,1,"other",TRUE,FALSE,0,0,0,0,0,637,FALSE,"Inquired"
"college6",TRUE,"undecided",TRUE,"fall",2019,FALSE,1034,8,"unknown",TRUE,FALSE,0,0,0,0,0,378,FALSE,"Accepted"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,690,2,"other",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college6",FALSE,"undecided",TRUE,"fall",2019,FALSE,1033,1,"unknown",TRUE,FALSE,0,0,0,0,0,378,FALSE,"Enrolled"
"college6",FALSE,"undecided",FALSE,"fall",2019,FALSE,15,6,"unknown",TRUE,FALSE,0,0,0,1,1,378,TRUE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,1031,1,"other",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college2",FALSE,"undecided",TRUE,"fall",2019,FALSE,1031,5,"other",FALSE,FALSE,0,0,0,0,0,127,FALSE,"Inquired"
"college6",TRUE,"undecided",TRUE,"fall",2019,TRUE,1030,1,"other",TRUE,FALSE,0,0,0,0,0,378,FALSE,"Accepted"
"college6",TRUE,"undecided",TRUE,"fall",2019,FALSE,1030,1,"other",TRUE,FALSE,0,0,0,0,0,378,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,882,5,"other",TRUE,FALSE,0,0,0,0,0,42,FALSE,"Accepted"
"college6",TRUE,"undecided",TRUE,"fall",2019,FALSE,1029,1,"other",TRUE,FALSE,0,0,0,0,0,378,FALSE,"Inquired"
"college8",TRUE,"undecided",TRUE,"fall",2019,FALSE,1028,6,"other",FALSE,FALSE,0,0,0,0,0,0,FALSE,"Inquired"
